Popularity,danceability,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,key_sin,key_cos
30.0,0.484,-2.512,1,0.149,0.000142,0.3604677421774286,0.20048886074940359,0.213,116.093,201207.0,4,8,-1.0,-1.8369701987210297e-16
45.0,0.663,-9.143,1,0.0365,0.0302,0.37569294977449424,0.10345870836822998,0.426,140.166,194398.0,4,9,-0.8660254037844385,-0.5000000000000004
54.0,0.447,-6.509,1,0.378,0.466,0.12486898204586927,0.4363175715909291,0.625,139.925,125643.0,4,9,,
35.0,0.626,-8.536,0,0.094,0.167,0.0002219753616464089,0.2654364635044612,0.911,84.727,237107.0,4,2,1.2246467991473532e-16,-1.0
63.0,0.523,-12.437,1,0.0325,0.103,0.0006797689047572423,0.0644760191843648,0.581,94.267,228267.0,4,9,0.49999999999999994,-0.8660254037844387
66.0,0.659,-6.713,1,0.0313,0.441,0.0008606295521218323,0.08268536661860784,0.707,121.14,245640.0,4,6,0.49999999999999994,0.8660254037844387
46.0,0.642,-6.994,0,0.314,0.0139,0.000386925134814595,0.10255658832509207,0.576,137.084,171894.0,4,9,0.49999999999999994,0.8660254037844387
52.0,0.504,-4.528,1,0.0989,0.236,1.1799930380547674e-05,0.3038014543316642,0.419,172.013,199797.0,4,9,0.49999999999999994,-0.8660254037844387
54.0,0.852,-4.497,1,0.0581,0.0109,0.002676415203408205,0.05259245011917058,0.887,107.993,171227.0,4,1,-0.5000000000000001,-0.8660254037844386
24.0,0.378,-10.021,1,0.0297,0.231,0.6264730472919525,0.13365638481267358,0.408,144.118,213513.0,4,10,-0.5000000000000004,0.8660254037844384
28.0,0.277,-4.7,0,0.477,0.00181,5.219863762741036e-05,0.28141245943818555,0.0702,199.869,203893.0,4,8,0.49999999999999994,0.8660254037844387
26.0,0.341,-9.729,1,0.0718,0.000664,0.00013599075283839983,0.1972101692877053,0.376,157.086,240840.0,4,10,-1.0,-1.8369701987210297e-16
35.0,0.561,-17.093,1,0.195,0.962,0.000125992062666729,0.29042829811980614,0.516,80.771,183432.0,4,2,,
57.0,0.943,-6.418,1,0.0367,0.028,1.2899916795715556e-05,0.08700304362157402,0.782,100.172,212107.0,4,6,-0.8660254037844386,0.5000000000000001
31.0,0.573,-3.479,1,0.0426,0.000401,0.005484930230569685,0.3386128011203239,0.641,131.037,279031.0,4,8,0.8660254037844387,-0.4999999999999998
41.0,0.366,-5.462,0,0.0382,0.000759,0.16344613607000308,0.06278698809876482,0.748,184.992,298703.0,4,10,-1.0,-1.8369701987210297e-16
30.0,0.22,-7.276,0,0.174,0.00104,0.008285579586772734,0.13102826240640408,0.602,194.606,152107.0,4,10,-0.5000000000000004,0.8660254037844384
68.0,0.484,-7.784,1,0.0331,0.0183,0.1595645696713384,0.08993210750060718,0.49,148.189,503067.0,4,10,0.8660254037844386,0.5000000000000001
50.0,0.84,-14.23,1,0.056,0.0217,0.5788580341578177,0.04018178963283184,0.963,122.807,156398.0,4,2,0.49999999999999994,0.8660254037844387
18.0,0.431,-3.684,1,0.0285,0.119,0.0019281399428889606,0.10885440491208209,0.0817,135.924,262000.0,4,10,0.8660254037844386,0.5000000000000001
47.0,0.508,-3.317,1,0.0413,0.00775,0.16344613607000308,0.10345870836822998,0.772,103.306,169240.0,4,9,0.8660254037844386,0.5000000000000001
42.0,0.683,-4.824,0,0.387,0.173,3.0299954095592725e-06,0.18398683611301586,0.687,120.074,240000.0,4,9,0.49999999999999994,-0.8660254037844387
46.0,0.565,-7.97,1,0.0291,0.821,0.00041191515130430844,0.09712671073072274,0.0942,124.809,227350.0,4,9,1.2246467991473532e-16,-1.0
33.0,0.522,-6.289,1,0.0265,0.315,0.31554040058017735,0.1484200051182733,0.519,144.037,231341.0,4,4,-0.8660254037844386,0.5000000000000001
78.0,0.443,-8.339,1,0.0322,0.631,0.16344613607000308,0.10526051065749295,0.41,143.462,243027.0,4,10,,
35.0,0.831,-10.298,0,0.0351,0.543,0.0001709853811665233,0.12044615307586716,0.689,99.943,226733.0,4,2,0.49999999999999994,-0.8660254037844387
64.0,0.571,-8.277,1,0.0337,0.00706,0.00017698433734816566,0.08406537511766753,0.773,141.463,239213.0,4,10,,
7.0,0.678,-16.594,1,0.06,0.909,0.5905605917848442,0.09066303489724216,0.507,139.914,169714.0,4,10,0.8660254037844386,0.5000000000000001
44.0,0.432,-9.511,0,0.0384,0.0663,0.5229518035638313,0.20130685670503531,0.569,133.77,338613.0,4,10,-0.5000000000000001,-0.8660254037844386
31.0,0.488,-5.846,1,0.0302,0.0169,0.00017198520969593056,0.1301506844650451,0.634,113.704,238400.0,4,10,-1.0,-1.8369701987210297e-16
27.0,0.838,-6.853,1,0.0556,0.00923,0.4731237565819792,0.1097508639591192,0.849,120.0,270120.0,4,1,-0.8660254037844386,0.5000000000000001
15.0,0.426,-6.882,1,0.0443,0.00193,0.009128210826871673,0.20782684720231648,0.173,105.698,253907.0,3,10,-0.5000000000000001,-0.8660254037844386
39.0,0.319,-4.86,0,0.0374,1.81e-05,0.6333971761541713,0.08277742645756815,0.38,138.112,232987.0,3,10,0.8660254037844387,-0.4999999999999998
17.0,0.838,-8.938,1,0.0447,0.672,0.05335117549699458,0.07723878034080219,0.961,139.963,152571.0,4,6,-0.5000000000000004,0.8660254037844384
18.0,0.38,-15.351,0,0.0341,0.989,0.6616565134685745,0.12575120530556036,0.111,85.067,229411.0,4,6,1.0,6.123233995736766e-17
30.0,0.184,-7.658,0,0.12,0.00131,0.6662897263900626,0.12221763272424921,0.0673,147.961,486480.0,4,8,-1.0,-1.8369701987210297e-16
68.0,0.311,-9.042,1,0.0283,0.0469,0.16344613607000308,0.1301506844650451,0.668,65.09,208467.0,1,10,0.8660254037844386,0.5000000000000001
73.0,0.42,-13.925,1,0.0275,0.245,0.0006787695837958355,0.06550680220211962,0.175,157.143,295600.0,3,9,-1.0,-1.8369701987210297e-16
53.0,0.655,-6.267,1,0.0423,0.0447,0.18647956694261833,0.23822918873225063,0.885,109.984,252631.0,4,10,-0.5000000000000001,-0.8660254037844386
49.0,0.634,-3.967,1,0.0252,0.659,0.16344613607000308,0.3140805463063118,0.245,91.932,263089.0,4,2,-1.0,-1.8369701987210297e-16
45.0,0.544,-5.077,0,0.0353,0.0251,8.829610178447326e-05,0.35837350057431383,0.74,97.987,217578.0,4,10,-0.5000000000000004,0.8660254037844384
73.0,0.601,-5.263,1,0.0276,0.000359,0.0012392318349508655,0.08351360022781763,0.446,125.145,258027.0,4,10,0.49999999999999994,-0.8660254037844387
46.0,0.349,-13.643,0,0.121,0.000519,6.77977016838833e-05,0.10526051065749295,0.383,132.067,231067.0,4,10,-0.8660254037844386,0.5000000000000001
79.0,0.463,-3.063,1,0.0632,0.0506,0.16344613607000308,0.16889853646181394,0.856,111.647,161920.0,4,9,0.8660254037844387,-0.4999999999999998
32.0,0.776,-6.856,0,0.0577,0.0108,0.001379048675118315,0.04726519246711422,0.888,119.378,184893.0,4,4,0.49999999999999994,-0.8660254037844387
21.0,0.298,-9.504,1,0.0522,0.704,0.16344613607000308,0.09503741533475171,0.37,143.974,374506.99997999996,4,9,,
38.0,0.434,-7.418,1,0.0556,0.000451,0.013902905168991422,0.08571887540253752,0.545,156.977,223163.0,4,10,0.8660254037844386,0.5000000000000001
32.0,0.546,-5.361,0,0.064,0.000198,1.049994487538587e-05,0.06672363204290818,0.771,128.056,147293.0,4,6,0.8660254037844387,-0.4999999999999998
50.0,0.514,-3.865,1,0.0857,0.000434,4.409902762358776e-05,0.3791211327685624,0.463,138.024,208013.0,4,8,,
41.0,0.474,-4.483,1,0.0653,3.84e-06,0.00010899405993164105,0.1301506844650451,0.528,94.975,201960.0,4,8,0.49999999999999994,0.8660254037844387
39.0,0.479,-3.826,0,0.059,0.0417,3.659993302216343e-06,0.27990188513281866,0.547,93.047,279086.0,4,2,-0.5000000000000004,0.8660254037844384
59.0,0.582,-5.542,0,0.0564,0.000144,0.6275414234619514,0.28818194749343196,0.282,95.015,147182.0,4,8,-0.5000000000000001,-0.8660254037844386
82.0,0.414,-9.928,0,0.0499,0.271,0.16344613607000308,0.262364264467491,0.224,71.105,354320.0,4,10,,
48.0,0.298,-5.084,0,0.0721,0.000284,2.3299728559216373e-05,0.1604167214059047,0.382,122.315,309524.0,4,10,0.49999999999999994,0.8660254037844387
34.0,0.558,-4.642,1,0.0309,0.0889,0.08019654199427668,0.08974929214360808,0.722,130.015,234813.0,4,10,-0.8660254037844385,-0.5000000000000004
41.0,0.632,-5.605,1,0.224,0.00046,0.5698489642154517,0.1680535849962497,0.699,134.907,183536.0,4,9,-1.0,-1.8369701987210297e-16
25.0,0.326,-6.622,0,0.0793,0.0093,0.25309062768216184,0.10885440491208209,0.401,164.741,191493.0,4,6,0.49999999999999994,0.8660254037844387
45.0,0.831,-6.475,0,0.0533,0.0483,1.3299911555784205e-05,0.07138999608667293,0.376,120.054,172399.99998000002,4,9,,
56.0,0.609,-8.076,1,0.0375,0.372,0.00048388290977958764,0.10255658832509207,0.469,154.067,281307.0,4,10,-0.5000000000000004,0.8660254037844384
31.0,0.555,-8.373,1,0.0379,0.102,0.031207927124193163,0.09621885774054292,0.271,84.875,137520.0,4,10,-0.5000000000000001,-0.8660254037844386
41.0,0.453,-5.468,0,0.0752,2.69e-05,0.00010899405993164105,0.06747171511501267,0.308,141.979,233239.0,4,8,0.8660254037844387,-0.4999999999999998
49.0,0.508,-8.07,1,0.123,0.000457,0.05249756895775399,0.09075436326846414,0.516,149.969,226296.0,4,10,-0.8660254037844385,-0.5000000000000004
48.0,0.522,-5.343,0,0.0372,0.0263,0.16344613607000308,0.2615947376884625,0.466,92.889,202917.0,4,2,0.8660254037844387,-0.4999999999999998
64.0,0.429,-7.539,0,0.044,0.208,0.16344613607000308,0.43048287108345223,0.398,77.737,211067.0,4,10,0.8660254037844387,-0.4999999999999998
22.0,0.429,-8.69,0,0.166,0.655,0.32425505268262117,0.17563256864315802,0.417,86.227,362067.0,4,9,-0.8660254037844385,-0.5000000000000004
77.0,0.654,-17.18,0,0.0535,0.686,0.015381102038302324,0.14410034397375684,0.831,123.179,252240.0,4,10,-0.5000000000000004,0.8660254037844384
68.0,0.642,-3.68,0,0.0612,0.000281,0.0021077770763633843,0.19556678354397528,0.826,112.005,161253.0,4,10,0.8660254037844387,-0.4999999999999998
61.0,0.428,-6.664,0,0.128,0.000337,0.04104596943600097,0.2707902047815628,0.261,119.708,212253.0,4,8,0.8660254037844387,-0.4999999999999998
37.0,0.167,-2.919,1,0.0694,0.0472,0.16344613607000308,0.08993210750060718,0.46,145.06,260867.0,4,10,-0.5000000000000001,-0.8660254037844386
44.0,0.741,-5.578,0,0.0446,0.016,0.001259206866162516,0.05892906752928749,0.899,100.011,187027.0,4,1,-0.8660254037844385,-0.5000000000000004
48.0,0.476,-7.358,0,0.5,0.0169,0.0002869588233782719,0.21268909341035083,0.0861,95.231,209029.0,4,2,-0.8660254037844386,0.5000000000000001
48.0,0.306,-3.203,1,0.1,2.98e-05,0.008553315878042905,0.22633844221072896,0.135,127.908,247693.0,4,8,0.8660254037844386,0.5000000000000001
37.0,0.424,-6.13,0,0.0434,0.00451,0.019998686506689126,0.10345870836822998,0.82,157.403,208041.0,4,9,-1.0,-1.8369701987210297e-16
64.0,0.272,-4.86,0,0.0401,0.000393,4.029918797681628e-05,0.1484200051182733,0.255,202.777,262133.0,4,8,0.49999999999999994,-0.8660254037844387
16.0,0.277,-5.086,0,0.0492,5.34e-05,0.00033394423441679096,0.09011488944226027,0.389,103.489,342500.0,3,10,,
46.0,0.795,-5.756,1,0.0965,0.209,0.16344613607000308,0.28141245943818555,0.84,140.044,194571.0,4,1,0.49999999999999994,-0.8660254037844387
60.0,0.696,-11.922,1,0.067,0.84,1.619998687801417e-06,0.10165365372649983,0.717,93.543,127560.0,4,10,0.8660254037844387,-0.4999999999999998
67.0,0.475,-8.061,0,0.397,0.0421,0.16344613607000308,0.6590732002261939,0.555,87.33,305467.0,4,5,-0.8660254037844386,0.5000000000000001
25.0,0.213,-2.812,1,0.254,0.000205,0.0008566329851728363,0.06278698809876482,0.0375,97.048,269487.0,4,8,0.49999999999999994,0.8660254037844387
78.0,0.454,-4.008,1,0.107,0.408,0.00027096328613282223,0.22154226994723591,0.521,137.688,293183.0,4,8,-1.0,-1.8369701987210297e-16
53.0,0.685,-6.73,1,0.0256,0.182,0.005305898790181402,0.1292723357041392,0.461,119.936,242347.0,4,0,,
40.0,0.357,-8.197,1,0.0621,0.0078,0.002736253042881136,0.1239859797809912,0.227,164.221,215912.0,4,2,-1.0,-1.8369701987210297e-16
32.0,0.46,-5.59,1,0.084,0.00141,0.2654364635044612,0.21026092548319608,0.214,146.051,113752.0,4,6,-0.5000000000000001,-0.8660254037844386
35.0,0.829,-4.655,1,0.346,0.351,0.00010899405993164105,0.28065745751481647,0.713,103.127,173307.0,4,5,0.8660254037844386,0.5000000000000001
42.0,0.494,-8.672,1,0.138,0.505,0.0004399032283852997,0.31554040058017735,0.331,86.154,232013.0,4,0,-1.0,-1.8369701987210297e-16
49.0,0.759,-6.535,0,0.0448,0.774,0.02634977532278202,0.08773611430408677,0.889,80.619,306533.0,4,2,-0.8660254037844386,0.5000000000000001
31.0,0.642,-14.734,0,0.277,0.0146,0.002377172285751219,0.1518623493092461,0.889,155.9,228533.0,4,2,-0.5000000000000004,0.8660254037844384
56.0,0.704,-6.94,1,0.0422,0.188,0.015381102038302324,0.2836740510542421,0.563,119.994,237680.0,4,10,,
39.0,0.674,-7.247,1,0.198,0.347,0.35417181372061385,0.25386672395705034,0.468,120.976,188926.0,4,9,0.49999999999999994,0.8660254037844387
74.0,0.506,-3.225,1,0.0655,0.0916,0.16344613607000308,0.07083118076059143,0.595,143.935,226867.00002,4,4,-0.5000000000000004,0.8660254037844384
67.0,0.542,-7.481,1,0.0301,0.0033,1.5099988599511474e-06,0.2911759617060367,0.671,105.97,183391.0,4,10,-1.0,-1.8369701987210297e-16
33.0,0.556,-8.302,1,0.0456,0.000542,0.0023472430683481376,0.07520023256293519,0.283,89.957,272498.0,4,9,-0.8660254037844386,0.5000000000000001
71.0,0.43,-10.96,1,0.0442,0.303,5.839829478638933e-05,0.1414995622736995,0.66,93.405,271333.0002,4,10,0.8660254037844386,0.5000000000000001
72.0,0.438,-3.249,1,0.0452,8.74e-05,0.07482914062064899,0.262364264467491,0.421,100.99,261000.0,3,6,0.8660254037844386,0.5000000000000001
37.0,0.377,-11.217,0,0.0564,0.793,0.0027462256680251982,0.3646431135879093,0.442,98.968,377067.0,4,3,-1.0,-1.8369701987210297e-16
44.0,0.156,-3.837,0,0.207,0.000445,0.0037728737524982655,0.2199384203652614,0.19,172.862,397982.0,3,10,-1.0,-1.8369701987210297e-16
52.0,0.792,-9.673,0,0.0469,0.361,0.08791929803788351,0.09803374027136541,0.19,115.425,272230.0,4,9,0.49999999999999994,0.8660254037844387
48.0,0.521,-3.277,1,0.129,0.00581,0.0003709311965168688,0.04114194333117518,0.365,134.973,167920.0,4,9,1.2246467991473532e-16,-1.0
50.0,0.273,-5.234,1,0.0326,0.501,0.16344613607000308,0.09503741533475171,0.336,58.789,204117.0,4,0,0.49999999999999994,-0.8660254037844387
65.0,0.647,-5.949,1,0.0509,0.0709,0.04926624130291806,0.05958879141165754,0.953,118.729,215400.0,4,9,0.8660254037844387,-0.4999999999999998
51.0,0.64,-7.561,0,0.0262,0.112,5.319858493018759e-05,0.1527210870176639,0.0621,113.835,270773.0,4,8,-0.5000000000000004,0.8660254037844384
59.0,0.838,-6.9,0,0.242,7.68e-05,1.0199994798003537e-06,0.1501426584297195,0.537,150.192,320187.0,4,5,0.49999999999999994,0.8660254037844387
47.0,0.456,-5.854,1,0.0833,0.00157,0.03382154847551067,0.2874320411965716,0.559,167.709,197427.0,4,9,-0.5000000000000001,-0.8660254037844386
41.0,0.431,-4.103,1,0.114,0.0768,1.4899888996102636e-05,0.1914464645709552,0.844,185.965,243200.0,4,2,,
47.0,0.619,-7.53,0,0.0696,0.423,8.559633652906057e-05,0.05704174036719702,0.808,97.32,389386.99998,4,9,0.8660254037844386,0.5000000000000001
47.0,0.656,-8.716,0,0.271,0.0216,0.16344613607000308,0.1380212978973747,0.723,152.15,157826.0,4,5,,
35.0,0.53,-3.542,0,0.0425,0.0199,0.0003649334037046057,0.12221763272424921,0.531,153.059,292733.0,4,6,-0.8660254037844386,0.5000000000000001
24.0,0.639,-6.595,1,0.0442,0.675,0.012916225266546327,0.09521926658093392,0.971,105.922,107800.0,4,10,-1.0,-1.8369701987210297e-16
54.0,0.609,-6.359,1,0.0371,0.285,0.16344613607000308,0.056947280441750125,0.787,86.583,148320.0,4,4,-1.0,-1.8369701987210297e-16
15.0,0.446,-10.411,0,0.0307,0.483,0.6460555730260948,0.05732506661926941,0.258,82.858,461311.0,4,6,-0.8660254037844385,-0.5000000000000004
71.0,0.323,-1.742,0,0.113,0.706,5.9298241824506194e-05,0.6168059473032227,0.365,95.517,110093.0,4,10,-1.0,-1.8369701987210297e-16
54.0,0.498,-10.533,0,0.0674,0.14,0.00025196825333332804,0.3220834991691133,0.576,121.892,220147.0,4,10,0.8660254037844387,-0.4999999999999998
67.0,0.721,-5.715,1,0.0269,0.413,0.16344613607000308,0.17898265552844,0.867,96.02,212320.00002,4,4,-1.0,-1.8369701987210297e-16
17.0,0.676,-7.771,1,0.0864,0.0112,0.00017898398141152306,0.1930966299619131,0.698,123.586,248960.0,4,10,-0.5000000000000001,-0.8660254037844386
58.0,0.716,-7.128,1,0.426,0.48,0.16344613607000308,0.3350426438116186,0.519,146.042,202840.0,4,1,-0.5000000000000004,0.8660254037844384
46.0,0.441,-5.51,1,0.119,0.00021,0.6564831961883539,0.341459778132252,0.472,179.958,296547.0,3,8,-0.5000000000000001,-0.8660254037844386
52.0,0.526,-18.89,0,0.0358,0.754,0.5777363290486176,0.28818194749343196,0.203,116.743,528600.0,4,2,-0.8660254037844385,-0.5000000000000004
62.0,0.711,-7.376,1,0.0331,0.719,0.6621723762605146,0.12575120530556036,0.44,75.036,174622.0,4,9,-1.0,-1.8369701987210297e-16
63.0,0.291,-6.913,0,0.0862,0.000401,0.011928570865273802,0.0735292332881155,0.359,175.702,234800.0,4,10,-0.5000000000000001,-0.8660254037844386
50.0,0.377,-5.266,0,0.0766,4.63e-05,0.019900661706336167,0.08507617235511927,0.3,192.994,262072.0,4,1,,
40.0,0.427,-4.594,1,0.0445,0.12,0.6397464038328301,0.30527638085273207,0.188,117.954,220760.0,4,9,-0.5000000000000001,-0.8660254037844386
31.0,0.414,-7.654,0,0.078,0.023,0.0020379220255653256,0.20375683751401966,0.399,185.129,347742.0,4,8,1.2246467991473532e-16,-1.0
,0.543,-8.89,1,0.0356,0.0192,0.16344613607000308,0.22793206804600694,0.468,124.011,180943.0002,4,10,0.8660254037844386,0.5000000000000001
62.0,0.732,-8.475,1,0.036,0.747,0.00022897378350230895,0.06672363204290818,0.663,87.015,299440.0,4,0,-0.5000000000000004,0.8660254037844384
51.0,0.509,-3.578,1,0.178,1.01e-05,0.3471295310952009,0.6037693694087286,0.457,130.014,260383.0,4,8,1.2246467991473532e-16,-1.0
3.0,0.712,-9.697,1,0.372,0.675,0.16344613607000308,0.08837711061741288,0.962,131.098,225646.00002,4,3,0.8660254037844386,0.5000000000000001
47.0,0.72,-13.758,1,0.363,0.0636,0.16344613607000308,0.10795714150509228,0.519,92.224,295373.0,4,5,-0.5000000000000001,-0.8660254037844386
36.0,0.469,-14.399,1,0.0336,0.694,0.14236724128692196,0.09184965362987897,0.52,138.522,181933.00002,4,4,-0.8660254037844386,0.5000000000000001
35.0,0.542,-5.444,0,0.0445,0.000212,0.0005478499028329949,0.07157619848922192,0.173,80.011,328067.0,4,8,-1.0,-1.8369701987210297e-16
37.0,0.516,-4.619,1,0.063,0.0536,2.879958528796245e-05,0.31481073984003355,0.805,134.662,289067.0,4,10,0.8660254037844386,0.5000000000000001
49.0,0.341,-7.998,0,0.0404,0.354,0.16344613607000308,0.27002713721306015,0.412,147.604,178144.0,4,10,0.8660254037844386,0.5000000000000001
53.0,0.418,-4.932,1,0.0295,0.211,0.04334680450336586,0.1722712209404532,0.13,131.983,230720.0,4,9,0.49999999999999994,0.8660254037844387
50.0,0.637,-5.064,1,0.0292,0.0391,3.359994355212644e-06,0.12044615307586716,0.843,136.572,271200.0,4,9,,
46.0,0.549,-15.87,0,0.0292,0.404,0.29042829811980614,0.30895420772732063,0.507,82.101,393987.0,4,10,-1.0,-1.8369701987210297e-16
45.0,0.501,-7.683,0,0.0589,0.000509,0.6254035284734257,0.08874320983438856,0.504,146.204,214936.0,4,10,-0.5000000000000004,0.8660254037844384
32.0,0.494,-6.492,1,0.0545,0.000245,3.929992277570232e-06,0.3336110043401807,0.595,126.052,238960.0,4,10,-1.0,-1.8369701987210297e-16
56.0,0.612,-9.314,1,0.035,0.00931,0.015085637418040853,0.06175339627548214,0.558,100.178,336360.0,4,4,0.49999999999999994,0.8660254037844387
28.0,0.835,-13.095,0,0.0617,0.00326,0.521765563804325,0.3285840637722067,0.629,122.76,294107.0,4,5,-0.8660254037844386,0.5000000000000001
45.0,0.416,-14.309,1,0.101,0.00395,0.6662897263900626,0.37500590062345585,0.168,118.303,330907.0,4,9,0.49999999999999994,0.8660254037844387
44.0,0.393,-9.598,0,0.0471,0.33,0.030820142339886263,0.11332868530700317,0.598,180.075,383760.0,3,2,0.49999999999999994,-0.8660254037844387
51.0,0.576,-5.504,1,0.0376,0.625,0.16344613607000308,0.09011488944226027,0.355,143.998,228165.0,4,4,-1.0,-1.8369701987210297e-16
83.0,0.572,-6.362,1,0.0308,0.371,0.16344613607000308,0.20782684720231648,0.323,95.799,215733.0,4,9,-0.5000000000000001,-0.8660254037844386
59.0,0.47,-3.631,0,0.134,0.000159,0.004290781417156275,0.3400373027857091,0.412,170.1,220173.0,4,6,-0.5000000000000004,0.8660254037844384
45.0,0.552,-4.064,1,0.108,0.0115,0.16344613607000308,0.07705362944229141,0.21,117.753,227987.0,4,8,,
61.0,0.577,-4.439,0,0.0361,2.42e-05,0.06905953593149465,0.2978798974282269,0.818,116.045,172667.0,4,8,1.2246467991473532e-16,-1.0
49.0,0.692,-6.257,1,0.271,0.0143,0.16344613607000308,0.08965787193053529,0.563,95.022,153996.0,4,5,,
58.0,0.462,-6.202,1,0.0322,0.384,0.16344613607000308,0.2592825979300829,0.824,204.028,264240.0,4,2,-1.0,-1.8369701987210297e-16
75.0,0.489,-5.11,1,0.0336,0.000603,0.5382462193419828,0.09621885774054292,0.77,158.009,219827.0,4,10,-1.0,-1.8369701987210297e-16
27.0,0.306,-19.45,1,0.0407,0.981,0.008533486018239363,0.09984533496971613,0.108,82.585,180000.0,4,6,0.8660254037844386,0.5000000000000001
47.0,0.606,-12.537,0,0.0764,0.681,6.869764026307534e-05,0.17479329037316305,0.865,130.653,353692.99998,4,9,,
54.0,0.406,-10.482,1,0.0372,0.313,0.00786895837869518,0.07017883462124651,0.073,135.272,652560.0,4,10,1.0,6.123233995736766e-17
78.0,0.751,-12.151,1,0.0551,0.234,0.10616019582839065,0.04564235787870107,0.902,167.057,190627.0,4,10,0.49999999999999994,-0.8660254037844387
25.0,0.554,-20.442,1,0.0319,0.317,0.670390193437329,0.20048886074940359,0.932,127.628,172947.0,4,10,-1.0,-1.8369701987210297e-16
57.0,0.741,-7.496,0,0.0271,0.146,0.1097508639591192,0.2783890255401883,0.629,91.99,177227.0,4,6,0.49999999999999994,-0.8660254037844387
12.0,0.525,-8.427,1,0.0952,0.949,0.02195716735204214,0.05135829227514207,0.941,182.621,221626.99998,3,3,0.49999999999999994,-0.8660254037844387
53.0,0.721,-9.949,0,0.0322,0.515,0.048790164169432,0.07696104113612832,0.725,115.029,267130.0,4,9,,
52.0,0.51,-3.341,1,0.105,0.000722,0.16344613607000308,0.2919230667090355,0.4,147.991,173800.0,4,9,,
52.0,0.441,-13.435,1,0.0301,0.672,0.16344613607000308,0.12486898204586927,0.317,138.327,195133.00002,4,4,0.8660254037844387,-0.4999999999999998
30.0,0.522,-7.88,1,0.0333,0.074,0.4542552722775964,0.09621885774054292,0.219,91.014,313889.0,4,6,,
18.0,0.392,-12.276,0,0.037,0.943,0.0015487999898504523,0.10526051065749295,0.598,81.735,314253.0,4,9,-1.0,-1.8369701987210297e-16
54.0,0.299,-3.118,1,0.142,0.000456,0.16344613607000308,0.24920108563349938,0.336,184.549,259307.0,4,8,-0.5000000000000001,-0.8660254037844386
56.0,0.537,-3.705,1,0.0594,0.000175,4.2499909687755885e-06,0.08544348181746748,0.382,137.986,220000.0,4,8,0.8660254037844386,0.5000000000000001
40.0,0.859,-13.397,1,0.0562,0.765,0.16344613607000308,0.11867152971749864,0.875,121.962,195467.0,4,2,0.49999999999999994,-0.8660254037844387
44.0,0.401,-5.476,1,0.145,0.00705,0.0001419899189543277,0.049361429537724114,0.109,99.949,205200.0,4,1,0.49999999999999994,0.8660254037844387
,0.695,-10.146,0,0.0553,1.46e-05,0.6386909947638865,0.07603468627599762,0.914,150.002,70894.0,4,6,-0.5000000000000004,0.8660254037844384
25.0,0.231,-6.128,1,0.215,3.51e-05,0.22154226994723591,0.05949457178563975,0.3,174.865,306453.0,4,8,-0.5000000000000004,0.8660254037844384
35.0,0.628,-9.718,1,0.0292,0.972,1.009994899534343e-05,0.22554067591393126,0.666,90.259,126199.99998000001,4,4,0.49999999999999994,0.8660254037844387
45.0,0.425,-8.133,0,0.0354,0.0732,0.0024170765156048776,0.2776317365982795,0.137,131.795,352074.0,3,10,0.8660254037844386,0.5000000000000001
44.0,0.593,-3.075,1,0.0426,0.00189,0.0001579875193146149,0.04152574682849831,0.657,125.925,156213.0,4,10,-1.0,-1.8369701987210297e-16
61.0,0.466,-5.011,1,0.063,0.00041,0.010742096531902109,0.06513209493778223,0.325,140.643,231253.0,4,10,-0.8660254037844386,0.5000000000000001
61.0,0.415,-3.124,1,0.0428,0.00987,0.30821972366932904,0.1275133202989596,0.424,128.216,225333.0,4,10,0.8660254037844386,0.5000000000000001
39.0,0.621,-6.469,1,0.0454,0.282,0.11867152971749864,0.1239859797809912,0.653,143.99,229489.0,4,4,0.8660254037844386,0.5000000000000001
49.0,0.843,-14.268,1,0.0652,0.64,0.04459088332787514,0.1231021971339834,0.835,91.937,279373.0,4,5,0.49999999999999994,0.8660254037844387
40.0,0.694,-10.796,1,0.0606,0.0372,0.014691548742989757,0.09893994785490356,0.637,77.758,378480.0,1,6,-0.8660254037844385,-0.5000000000000004
78.0,0.614,-4.58,1,0.0289,0.369,1.8399983072020763e-06,0.10885440491208209,0.707,149.959,234346.99998,4,4,1.2246467991473532e-16,-1.0
39.0,0.728,-5.573,1,0.179,0.187,0.16344613607000308,0.13627761829254784,0.539,76.06,234188.0,4,2,0.8660254037844386,0.5000000000000001
46.0,0.495,-6.677,0,0.0334,0.000141,0.03604259134692936,0.08424923244489992,0.219,124.086,263640.0,4,8,1.2246467991473532e-16,-1.0
69.0,0.491,-5.333,1,0.132,0.156,0.16344613607000308,0.3126185577418125,0.387,100.446,191507.0,4,1,-0.5000000000000001,-0.8660254037844386
57.0,0.535,-12.438,1,0.0362,0.843,0.02097840638519171,0.10255658832509207,0.287,89.712,154653.0,4,4,0.49999999999999994,-0.8660254037844387
23.0,0.554,-3.428,0,0.136,0.000545,1.2199925580605278e-05,0.1722712209404532,0.254,135.084,222267.0,4,10,-1.0,-1.8369701987210297e-16
33.0,0.267,-11.615,0,0.0298,0.393,0.007988010722182753,0.11600367575630613,0.0988,112.038,479423.0,4,10,,
