danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
0.789,8.0,-9.841,1,0.418,0.565,6.0798151754915156e-05,0.08461684571987892,0.578,111.045,241834.0,4,6
0.493,-1.0,-6.229,0,0.0384,0.492,3.0099954699590903e-06,0.2295231582782488,0.597,145.974,208023.0,4,9
0.776,8.0,-8.039,1,0.0545,0.439,0.0005118689727220697,0.15700374880966478,0.372,83.967,165340.0,4,5
0.469,7.0,-6.889,1,0.0391,0.000148,0.31626952930369345,0.24842135849847827,0.466,107.45,381947.0,4,8
0.76,7.0,-9.233,1,0.189,0.00805,0.42133845726445457,0.0743650819553068,0.581,87.433,354640.0,4,5
0.527,6.0,-6.333,0,0.196,0.321,0.00015198844917046925,0.4643627493556498,0.556,124.075,337247.0,4,2
0.399,7.0,-10.62,1,0.0741,0.032,7.44997224888783e-06,0.06653652380024423,0.597,181.964,233200.0,4,6
0.674,8.0,-6.903,1,0.0676,0.00178,0.00707491367196188,0.07269268539344066,0.918,129.804,121160.0,4,1
0.562,2.0,-12.332,1,0.0255,0.0483,0.00010199479835370893,0.08856017697948022,0.402,99.369,339840.0,4,10
0.448,10.0,-7.978,1,0.0394,0.0219,0.2199384203652614,0.025082780367463156,0.437,111.705,373467.0,4,10
0.474,7.0,-1.973,0,0.0577,3.6e-05,0.00011399350249380579,0.3104215594212703,0.423,103.441,202567.0,4,10
0.704,9.0,-6.029,1,0.0252,0.0344,0.16344613607000308,0.3001045924503381,0.89,111.845,193953.0,4,10
0.637,1.0,-9.837,1,0.0394,0.163,0.16344613607000308,0.11511280710050457,0.781,106.949,207573.0,4,10
0.312,8.0,-4.628,1,0.0853,0.000667,1.149999338750507e-06,0.12486898204586927,0.37,178.117,207547.0,4,10
0.495,-1.0,-4.959,0,0.0296,0.754,0.010841023177874857,0.49041881398832804,0.171,132.395,223879.99998,3,0
0.485,4.0,-3.75,1,0.0568,0.000776,0.002437028033417257,0.4959150110302365,0.494,99.983,198680.0,4,10
0.533,4.0,-4.212,1,0.0384,0.001,0.16344613607000308,0.27307592006241876,0.293,106.969,258267.0,4,10
0.555,3.0,-6.284,1,0.0354,0.692,1.5199988448011707e-06,0.10616019582839065,0.282,163.887,238995.0,3,9
0.817,6.0,-10.144,0,0.264,0.0207,0.16344613607000308,0.14410034397375684,0.383,92.931,253107.0,4,5
0.571,10.0,-4.966,1,0.0445,0.147,0.16344613607000308,0.14755756435761466,0.288,138.03,231832.00002,4,4
0.291,4.0,-2.839,0,0.382,0.00301,0.16344613607000308,0.27002713721306015,0.28,180.292,245027.0,4,10
0.536,6.0,-2.62,0,0.0915,0.43,1.2599992062006666e-06,0.07881118042428978,0.805,84.881,239575.0,4,2
0.618,7.0,-4.979,1,0.0941,0.555,0.016562088298978293,0.11511280710050457,0.678,124.523,138978.0,4,2
0.323,7.0,-7.397,1,0.0369,7.35e-05,0.6070444815065336,0.09139342842921054,0.384,144.756,943529.0,5,8
0.652,4.0,-7.988,1,0.0317,0.625,0.00016498638899718973,0.15700374880966478,0.302,130.308,178840.0,4,9
0.414,10.0,-5.971,0,0.301,0.273,0.16344613607000308,0.44468582126144574,0.35,62.18,205130.0,4,9
0.483,9.0,-2.94,0,0.0346,0.0559,0.001069427958020248,0.41475515501525706,0.712,188.055,357419.0,4,1
0.587,-1.0,-9.444,0,0.0341,0.000179,0.1406311297397456,0.16381808522939498,0.655,85.693,396333.0,4,10
0.347,6.0,-17.072,0,0.0549,0.936,0.16344613607000308,0.12575120530556036,0.46,173.601,179746.0,3,9
0.924,7.0,-3.894,1,0.124,0.0203,0.0068763039394321565,0.05732506661926941,0.898,126.947,261920.0,4,1
0.925,1.0,-7.335,1,0.196,0.0347,1.8599982702021449e-06,0.18232155679395465,0.967,140.034,197387.0,4,5
0.475,9.0,-17.601,0,0.0341,0.958,0.6491952930307625,0.09621885774054292,0.154,116.029,133522.00001999998,4,7
0.469,10.0,-4.222,1,0.111,0.0119,0.16344613607000308,0.09312597798948373,0.283,149.976,254811.0,4,8
0.433,6.0,-5.72,0,0.0723,0.0319,6.23998053128099e-06,0.6533663105481007,0.315,169.897,551947.0,4,10
0.279,8.0,-11.45,1,0.0381,0.906,0.0004938780221697121,0.20130685670503531,0.206,142.848,160169.0,3,6
0.426,6.0,-3.24,0,0.0295,0.00639,2.0799978368029997e-06,0.19227188764712272,0.643,177.916,140189.0,4,6
0.495,6.0,-6.859,1,0.0397,0.0816,0.16344613607000308,0.353469812989784,0.377,138.999,270160.0,4,10
0.667,5.0,-8.991,1,0.0499,0.851,0.16344613607000308,0.24059046491793043,0.905,136.676,144320.0,4,2
0.669,2.0,-8.525,1,0.122,0.0138,0.00020797837099916945,0.09712671073072274,0.209,170.188,152000.0,4,6
0.592,8.0,-11.249,0,0.0587,0.692,0.001868253726681822,0.09212328887580583,0.354,111.955,252027.0,4,9
0.419,1.0,-8.373,1,0.0604,9.2e-06,0.16889853646181394,0.07241368050904531,0.495,128.981,175293.0,4,10
0.558,10.0,-2.99,0,0.117,0.00171,0.11064652008706366,0.28818194749343196,0.202,119.977,196000.0,4,8
0.353,6.0,-6.117,0,0.144,7.14e-05,0.000190981761822291,0.0688728642863754,0.543,173.87,203107.0,4,10
0.567,7.0,-13.648,1,0.0331,0.914,0.16344613607000308,0.10526051065749295,0.436,146.913,157893.0,4,0
0.608,11.0,-5.346,0,0.0472,0.00173,0.16344613607000308,0.07343631807318222,0.806,117.983,200733.0,4,10
0.421,5.0,-5.548,1,0.0367,0.00184,0.0013690624062379425,0.10616019582839065,0.767,78.66,214224.0,4,6
0.606,8.0,-6.842,1,0.0661,0.000676,0.0028858319784571627,0.07788653865707124,0.599,108.107,313067.0,4,1
0.384,10.0,-3.249,0,0.125,3.36e-05,7.789696595256717e-05,0.4478858239921165,0.0988,160.038,235640.0,4,8
0.522,7.0,-11.422,1,0.0285,0.709,0.0013590760376310078,0.09093699499210209,0.186,82.542,256747.0,3,10
0.393,4.0,-18.825,0,0.0321,0.0776,0.10255658832509207,0.09130215840678604,0.293,87.168,464667.0,4,2
0.392,4.0,-2.05,0,0.0898,0.00795,0.16344613607000308,0.16296882827813966,0.24,159.822,241707.0,4,8
0.48,6.0,-6.836,1,0.0477,0.00329,0.054393483830331636,0.08681969195256017,0.377,135.055,349653.0,4,8
0.397,9.0,-3.892,1,0.0463,1.52e-06,0.4167347003663952,0.05002749359964816,0.702,134.289,218293.0,4,10
0.235,9.0,-8.739,1,0.041,0.0519,0.3927175352856617,0.09521926658093392,0.584,184.723,424733.0,4,10
0.325,4.0,-3.39,0,0.0514,0.0016,0.0009725269423318727,0.1239859797809912,0.652,132.609,205933.0,4,10
0.356,4.0,-3.487,1,0.104,0.0142,0.16344613607000308,0.18979357163265562,0.0857,125.921,204733.0,4,10
0.464,11.0,-8.48,1,0.0316,1.49e-05,0.00035693629066237137,0.1930966299619131,0.397,120.096,269747.0,4,6
0.763,6.0,-3.507,1,0.299,0.0858,0.16344613607000308,0.4485245975686113,0.576,89.876,192000.0,4,5
0.565,4.0,-7.393,0,0.0317,0.0573,0.004917887343950368,0.04075799247216774,0.966,147.462,198467.0,4,1
0.337,2.0,-10.535,0,0.0323,0.686,0.6423800635062922,0.11422114409002286,0.206,135.756,1090787.0,4,10
0.487,11.0,-10.795,1,0.0353,0.00949,0.07668322477095764,0.09321708171113376,0.199,123.352,208773.0,4,6
0.548,9.0,-9.82,1,0.0262,0.187,0.5007752879124893,0.11778303565638346,0.387,78.007,139250.0,4,6
0.839,-1.0,-7.441,0,0.043,0.199,1.5699876756289948e-05,0.5074198306311578,0.439,107.954,194254.0,4,9
0.539,1.0,-5.02,1,0.433,0.0542,0.16344613607000308,0.3825376034644598,0.432,99.142,235533.0,4,5
0.451,3.0,-14.311,1,0.0341,0.969,0.02195716735204214,0.11600367575630613,0.261,78.478,330319.00002,4,3
0.629,10.0,-8.22,0,0.107,0.616,0.021467906615240923,0.10074990310014306,0.427,80.988,244444.0,4,1
0.274,9.0,-11.541,1,0.0449,0.000212,0.011236631925987681,0.09467361360268103,0.426,146.449,422933.0,4,8
0.643,7.0,-10.569,0,0.0304,0.345,0.6564831961883539,0.14496577025018573,0.833,120.202,172067.0,4,9
0.588,1.0,-4.943,0,0.0615,0.0308,0.00031694976611581376,0.08874320983438856,0.592,101.811,268040.0,4,6
0.681,6.0,-9.229,1,0.0385,0.00152,0.6434315883140125,0.10616019582839065,0.941,152.624,333453.0,4,0
0.359,2.0,-21.495,0,0.0345,0.916,0.6570017339235921,0.09893994785490356,0.0762,102.41,261061.99998000002,4,7
0.624,2.0,-7.194,1,0.0316,0.21,0.000190981761822291,0.09521926658093392,0.193,116.039,186037.9998,4,0
0.61,9.0,-10.408,0,0.0555,0.775,0.034111529628767866,0.35417181372061385,0.413,103.983,202423.0,4,10
0.344,1.0,-10.614,1,0.0444,5.4e-06,0.10526051065749295,0.06438225892926822,0.352,111.671,203680.0,4,8
0.893,7.0,-6.822,0,0.364,0.211,0.16344613607000308,0.05817456405107218,0.588,140.038,178562.0,4,5
0.609,9.0,-5.284,1,0.039,0.425,4.439901434917516e-05,0.15700374880966478,0.654,105.023,226333.0,4,10
0.442,2.0,-10.139,1,0.0626,0.0429,0.004669082848262488,0.09230567078402613,0.229,135.422,369221.0,4,10
0.397,7.0,-20.405,1,0.0383,0.963,0.14669437915080352,0.10165365372649983,0.0389,137.313,174172.0,4,6
0.427,2.0,-9.665,1,0.0382,0.612,0.32642190076771155,0.10345870836822998,0.244,168.844,266467.0,4,9
0.444,1.0,-4.955,1,0.0476,0.288,0.16344613607000308,0.05732506661926941,0.171,125.706,189000.0,5,9
0.553,4.0,-11.218,0,0.0263,0.0458,6.00998194002236e-06,0.07232066157962612,0.158,142.352,388267.0,3,10
0.774,10.0,-5.531,1,0.321,0.197,2.849995938757716e-06,0.1988508587451652,0.415,76.552,183286.0,4,5
0.705,4.0,-13.843,0,0.372,0.223,0.5561813254867879,0.09893994785490356,0.145,139.815,247040.0,4,5
0.546,6.0,-10.78,1,0.0263,0.523,0.0008396473974436158,0.1097508639591192,0.157,96.806,133608.0,4,9
0.472,11.0,-12.595,0,0.0286,0.15,0.26849925303500694,0.08038111194681245,0.171,127.167,382297.0,4,10
0.504,10.0,-6.237,1,0.1,0.206,0.16344613607000308,0.09066303489724216,0.557,117.974,230489.0,4,10
0.789,7.0,-14.553,1,0.0484,0.44,0.35977014884603475,0.10165365372649983,0.162,107.016,181500.0,4,6
0.554,1.0,-11.983,1,0.0382,0.848,0.00017698433734816566,0.08268536661860784,0.945,144.563,155320.00002,4,3
0.697,10.0,-6.0,0,0.0512,0.154,0.16344613607000308,0.24842135849847827,0.548,134.108,205027.0,4,5
0.53,-1.0,-22.841,0,0.0294,0.978,0.6491952930307625,0.10526051065749295,0.334,100.696,202462.99998,4,7
0.725,9.0,-4.013,1,0.152,0.0684,3.6199934478158127e-06,0.09984533496971613,0.734,132.949,202194.0,4,5
0.643,-1.0,-5.298,1,0.0315,0.0196,0.16344613607000308,0.6668032052203433,0.96,124.027,205707.0,4,4
0.431,1.0,-9.88,1,0.032,0.651,0.018232768261059712,0.13714983814723364,0.0448,94.483,249429.0,4,6
0.579,6.0,-10.288,1,0.497,0.345,0.000850638104800656,0.19227188764712272,0.575,78.322,180027.0,1,5
0.458,8.0,-3.717,1,0.183,0.000285,0.0008926015127151179,0.37431837911132765,0.46,166.904,211430.0,4,10
0.25,7.0,-7.694,1,0.075,0.000551,0.001808363923901005,0.2889312918522129,0.81,190.203,195827.0,4,10
0.544,5.0,-6.086,1,0.0788,0.0306,5.31998584885019e-06,0.06203539091945264,0.642,140.639,212693.0,4,8
0.673,1.0,-10.076,0,0.0359,0.0806,0.0019780423836276923,0.07797904131658866,0.856,94.936,182405.0,4,9
0.285,6.0,-16.58,0,0.044,0.366,0.501381164937991,0.10165365372649983,0.142,134.042,1412451.0,4,10
0.649,-1.0,-6.191,1,0.0552,0.0092,0.16344613607000308,0.0729716124558227,0.305,123.004,192976.0,4,10
0.513,9.0,-4.57,1,0.0312,0.18,0.16344613607000308,0.06634938054153391,0.337,119.918,238867.00002,4,9
0.349,7.0,-4.724,1,0.197,0.00843,0.0059323686531081955,0.3060130291365044,0.158,118.409,246733.0,3,8
0.635,-1.0,-6.744,1,0.0375,0.106,1.2899991679507155e-06,0.17311261770864478,0.775,96.042,257573.0,4,2
0.706,6.0,-5.477,0,0.0672,0.255,0.0001219925586052273,0.09803374027136541,0.66,141.914,162387.0,4,5
0.51,6.0,-6.278,0,0.05,0.00569,0.16344613607000308,0.2507587183471831,0.381,130.067,210406.0,4,8
0.243,9.0,-3.348,1,0.0619,0.000192,7.999968000170666e-06,0.5318040301511824,0.426,95.252,184853.0,4,10
0.457,6.0,-13.43,1,0.0325,0.548,0.18979357163265562,0.16126814759612226,0.193,77.904,194560.00002,4,0
0.633,7.0,-6.112,1,0.0581,0.0113,0.5031965966014996,0.11600367575630613,0.603,138.946,255760.0,4,1
0.561,9.0,-12.044,1,0.0369,0.458,0.04907583764659263,0.09984533496971613,0.307,145.425,209839.0,3,6
0.652,8.0,-9.964,0,0.291,0.658,0.16344613607000308,0.3314596947976687,0.372,75.987,134881.0,4,5
0.747,2.0,-7.008,0,0.0722,0.0907,0.16344613607000308,0.08084238784410075,0.915,139.944,159143.0,4,9
0.815,4.0,-15.521,0,0.0495,0.0738,0.006687588149816608,0.05249756895775399,0.976,115.808,282667.0,4,10
0.646,11.0,-8.726,0,0.0542,0.0226,1.169999315550534e-06,0.12133228516752496,0.645,150.023,181608.0,4,9
0.296,1.0,-6.588,1,0.0318,0.0119,0.19556678354397528,0.08691137198929641,0.107,137.991,339053.0,4,8
0.724,1.0,-10.86,0,0.0358,0.000175,0.16344613607000308,0.1697427745870945,0.494,138.728,226645.0,4,10
0.596,-1.0,-11.263,1,0.0266,0.547,0.6059539688575679,0.08874320983438856,0.379,112.983,220619.0,4,6
0.356,2.0,-6.446,0,0.0458,0.00051,0.16344613607000308,0.0619414015401833,0.389,170.057,263204.0,4,8
0.338,-1.0,-11.65,1,0.0325,0.874,0.6108519378331151,0.11422114409002286,0.493,79.298,308743.99998,4,7
0.71,5.0,-5.674,0,0.0415,0.0403,0.003942219232623851,0.1231021971339834,0.594,75.496,232247.0,4,10
0.171,5.0,-24.659,0,0.0437,0.833,0.5538851132264376,0.14669437915080352,0.054,96.665,418132.99998,4,7
0.332,10.0,-8.572,0,0.0349,0.00696,0.16344613607000308,0.05059805276309138,0.761,183.333,144616.0,4,9
0.465,4.0,-11.768,1,0.03,0.846,0.6227247162633995,0.12575120530556036,0.164,74.895,224455.0,4,6
0.536,11.0,-6.492,0,0.0589,0.0154,0.001339103001229485,0.18232155679395465,0.389,136.258,248400.0,4,10
0.403,2.0,-7.731,1,0.0366,0.923,0.16344613607000308,0.2986220124901153,0.291,119.497,197053.0,4,9
0.461,8.0,-7.643,1,0.0349,0.129,0.514618422004687,0.10255658832509207,0.214,150.016,244906.0,4,8
0.46,3.0,-5.857,0,0.0292,0.322,0.16344613607000308,0.15871169115482087,0.395,136.206,250053.0,4,9
0.497,8.0,-4.559,0,0.0445,0.00055,0.0012891686648714065,0.2271355725837472,0.249,133.047,396440.0,4,8
0.279,9.0,-4.464,1,0.061,2.11e-06,0.6371057896763205,0.19638881400539013,0.299,159.939,148473.0,4,8
0.597,2.0,-9.832,0,0.0358,0.767,0.057230633454271714,0.10255658832509207,0.145,71.551,242667.0,4,1
0.503,2.0,-8.028,1,0.0375,0.857,0.16344613607000308,0.08764450985204635,0.392,82.677,213080.0,4,9
0.469,10.0,-5.119,1,0.0409,0.000357,0.14323416808590783,0.13540463700620295,0.332,130.045,210629.0,4,6
0.649,4.0,-9.883,1,0.0352,0.0187,0.16344613607000308,0.13627761829254784,0.231,89.968,216840.0,4,9
0.769,9.0,-10.088,0,0.207,0.586,0.00861280309822265,0.10705907229340779,0.539,74.883,171333.0,4,10
0.858,7.0,-8.628,0,0.145,0.135,0.16344613607000308,0.31626952930369345,0.411,125.016,207915.0,4,5
0.561,10.0,-5.297,1,0.0401,0.000168,0.16344613607000308,0.10074990310014306,0.149,96.994,275960.0,4,10
0.535,7.0,-9.219,0,0.0333,0.328,0.19638881400539013,0.11778303565638346,0.163,92.477,251437.0,4,10
0.586,5.0,-11.517,1,0.0274,0.527,0.016070180177494467,0.13365638481267358,0.759,99.799,212707.00001999998,4,4
0.483,6.0,-4.083,0,0.109,2.66e-05,9.41995563207863e-06,0.16126814759612226,0.395,109.979,243693.0,4,8
0.586,7.0,-7.819,1,0.0776,0.26,0.16344613607000308,0.13453089295760615,0.473,143.92,199587.0,4,4
0.7,7.0,-8.211,1,0.0394,0.306,1.889982139725039e-05,0.22234323114344062,0.585,142.009,223066.0,4,9
0.533,4.0,-14.791,1,0.0244,0.478,0.21913552991667093,0.0822249402556694,0.45,82.993,235224.0,4,10
0.457,5.0,-8.144,1,0.0355,0.376,0.0001409900604343082,0.1814878760453772,0.382,116.047,319951.0,4,10
0.544,5.0,-8.821,1,0.0264,0.264,0.1484200051182733,0.16466662155523387,0.195,129.058,235747.0,3,10
0.575,2.0,-6.432,1,0.0731,0.397,0.0004978760391532936,0.37500590062345585,0.854,127.029,260399.0,4,2
0.72,5.0,-7.779,0,0.0843,0.125,1.5299988295511938e-06,0.11600367575630613,0.357,161.896,178000.0,3,10
0.717,2.0,-3.662,1,0.0474,0.248,0.16344613607000308,0.32570013963930183,0.734,154.889,129117.0,4,10
0.402,9.0,-6.367,1,0.043,0.0558,0.16551443847757338,0.09803374027136541,0.69,157.066,275933.0,4,6
0.778,1.0,-5.852,1,0.289,0.0452,0.16344613607000308,0.03970136685155207,0.321,140.024,154253.0,4,5
0.863,7.0,-6.512,1,0.0617,0.0074,0.0006457914318185297,0.09803374027136541,0.823,111.968,167560.00002,4,9
0.657,2.0,-10.007,1,0.0399,0.00146,0.34500713907105035,0.13627761829254784,0.835,106.213,184533.0,4,1
0.413,3.0,-22.29,1,0.0381,0.956,0.5270925962298626,0.2287279296081104,0.099,124.912,278667.0,4,7
0.593,2.0,-6.023,1,0.039,0.0379,0.0039322585276050665,0.07222763399688076,0.295,105.004,194929.0,4,10
0.583,5.0,-6.44,1,0.0421,0.521,0.16344613607000308,0.10885440491208209,0.31,118.005,225840.0,4,9
0.797,9.0,-6.727,0,0.0575,0.291,0.16344613607000308,0.2499802052677694,0.866,129.885,222427.0,4,10
0.415,7.0,-11.098,1,0.038,0.0107,0.0004988755409016722,0.42918163472548043,0.302,148.494,197013.0,4,6
0.49,7.0,-10.719,1,0.0318,0.471,0.0007667060058194197,0.07417939817425151,0.0844,93.022,258064.99998000002,4,0
0.424,9.0,-5.298,1,0.028,0.000307,0.0007167430783012371,0.3074846997479606,0.544,101.596,181608.0,4,10
0.526,1.0,-4.113,1,0.0351,0.159,0.16344613607000308,0.09531017980432487,0.473,147.675,257853.0,4,2
0.588,-1.0,-4.62,1,0.0666,0.000252,0.16344613607000308,0.28216689176367077,0.709,129.947,209093.0,4,10
0.324,1.0,-5.231,1,0.12,0.000113,0.16344613607000308,0.25696509978972043,0.463,166.939,231938.0,4,1
0.572,5.0,-12.367,1,0.0316,0.789,0.16344613607000308,0.09020626788614895,0.168,88.012,201136.0002,4,0
0.433,9.0,-8.137,1,0.041,5.99e-06,0.1527210870176639,0.07157619848922192,0.789,173.985,257184.0,4,10
0.378,9.0,-3.632,1,0.138,0.000719,2.8899582403045684e-05,0.08947500642760275,0.512,167.808,200347.0,4,6
0.356,7.0,-5.59,1,0.0399,0.000256,0.07417939817425151,0.10885440491208209,0.306,133.166,508307.0,4,8
0.449,10.0,-18.201,1,0.0421,0.945,0.6491952930307625,0.10526051065749295,0.131,112.211,290710.00002,4,7
0.528,11.0,-5.702,0,0.0441,0.000332,0.6254035284734257,0.0678455468950672,0.159,126.012,274286.0,4,6
0.634,9.0,-5.135,0,0.0303,0.267,0.0020279423342370955,0.22474227267790678,0.613,99.386,242916.0,4,6
0.727,4.0,-2.261,0,0.0664,0.103,0.0005318585381695722,0.1604167214059047,0.965,79.526,235213.0,4,5
0.565,-1.0,-7.698,1,0.026,0.24,1.2799918080699043e-05,0.08286947782229463,0.474,142.064,194577.0,4,10
0.786,5.0,-9.029,0,0.0616,0.0481,0.001319129565897811,0.10526051065749295,0.566,98.008,178776.0,4,9
0.534,2.0,-9.455,1,0.0337,0.0572,0.00020197960074705315,0.15357908792830066,0.344,100.721,235000.0,4,10
0.425,2.0,-7.626,1,0.0316,0.000446,0.02264173048082465,0.13889199886661863,0.165,136.019,293293.0,4,8
0.592,6.0,-6.165,0,0.0295,0.000618,0.001219256404729373,0.15357908792830066,0.799,127.038,192921.0,4,9
0.27,11.0,-8.351,0,0.0388,0.0013,0.5376622777195503,0.33718626735486995,0.82,147.251,290947.0,4,10
0.664,2.0,-6.521,1,0.0671,0.162,0.06709774353249415,0.302324349188651,0.489,89.566,205613.0,4,5
0.724,10.0,-6.261,0,0.0317,0.183,0.00046889005387514514,0.09057169818438696,0.569,111.493,240880.0,4,9
0.121,-1.0,-16.843,0,0.0384,0.93,0.6621723762605146,0.14669437915080352,0.0366,74.451,265873.0,5,1
0.629,4.0,-11.856,1,0.027,0.513,2.0599978782029143e-06,0.07278566972564769,0.359,97.074,338800.0002,4,10
0.542,1.0,-10.013,0,0.53,0.126,3.589935561042234e-05,0.08901769631765273,0.527,73.969,183078.0,4,5
0.795,7.0,-3.815,1,0.0422,0.076,1.7599984512018173e-06,0.2592825979300829,0.744,93.029,215891.0,4,9
0.541,7.0,-4.494,1,0.036,0.521,0.609221945622184,0.0756639039209896,0.814,84.982,202846.0,4,6
0.115,-1.0,-14.611,0,0.0349,0.805,0.5982868995359851,0.16889853646181394,0.0725,93.784,530894.0,4,6
0.69,10.0,-3.597,0,0.0703,0.0275,0.16344613607000308,0.11511280710050457,0.665,97.989,235293.0,4,9
0.601,-1.0,-6.358,1,0.0275,0.602,0.16344613607000308,0.22234323114344062,0.303,96.972,229227.0,3,9
0.498,7.0,-4.165,1,0.0451,0.000516,1.9799980398025877e-06,0.33074156191222787,0.402,124.093,276667.0,4,6
0.852,11.0,-9.918,1,0.041,0.157,0.16344613607000308,0.5872309549683962,0.946,105.017,375637.00002,4,9
0.692,2.0,-14.094,0,0.0403,0.938,1.419989918095442e-05,0.10436001532424277,0.713,92.059,172042.0,4,2
0.474,9.0,-16.446,0,0.0309,0.98,0.6585557357903263,0.10436001532424277,0.326,62.969,250309.00001999998,4,7
0.568,9.0,-11.23,0,0.0446,0.0294,3.179949439071889e-05,0.4350239103497088,0.548,111.939,433987.99997999996,4,3
0.786,6.0,-7.193,0,0.0329,0.241,0.16344613607000308,0.11600367575630613,0.903,111.992,155427.0,4,9
0.339,9.0,-2.9,1,0.188,0.102,8.52996361975688e-06,0.4421184257561999,0.402,88.473,218304.0,4,5
0.577,6.0,-8.976,1,0.0293,0.518,1.0399945920374952e-05,0.09440067542148432,0.582,146.03,193107.0,4,6
0.758,2.0,-6.911,1,0.275,0.173,0.16344613607000308,0.04114194333117518,0.878,105.896,298019.0,4,5
0.546,1.0,-4.399,1,0.0531,0.000311,0.16344613607000308,0.5446471722415014,0.545,135.128,153613.0,4,8
0.266,7.0,-11.938,0,0.0291,0.771,0.5288619862520892,0.10165365372649983,0.0397,137.941,811077.0,3,10
0.674,10.0,-5.507,0,0.264,0.139,0.16344613607000308,0.08323759857005562,0.559,180.115,160448.0,4,5
0.469,7.0,-5.134,1,0.0458,0.0304,0.015381102038302324,0.5062150112083075,0.137,122.025,350187.0,4,8
0.428,4.0,-2.135,1,0.0286,0.0665,9.859951390519526e-06,0.128393214768399,0.134,125.83,301730.0,4,10
0.245,9.0,-3.465,1,0.216,0.0514,0.00010099489984340765,0.08819401073591628,0.145,175.968,148867.0,4,10
0.427,-1.0,-8.276,1,0.0318,0.0211,0.0005568449330788448,0.18481843699254183,0.526,164.96,214475.0,4,6
0.469,11.0,-4.03,1,0.0685,0.00302,3.4599940142138072e-06,0.2844267797311083,0.379,110.988,286810.0,4,10
0.169,6.0,-9.754,0,0.0938,0.0115,0.6376344706296866,0.10074990310014306,0.0382,124.849,316228.0,3,8
0.63,-1.0,-11.289,1,0.0487,0.0264,6.779977015903889e-06,0.49713229663398817,0.783,112.176,222627.0,4,10
0.601,9.0,-2.001,0,0.0439,0.169,0.16344613607000308,0.24216155714997162,0.641,115.0,111893.0,4,2
0.433,1.0,-5.083,0,0.111,2.15e-05,0.02527780718426854,0.31626952930369345,0.146,114.922,215441.0,4,8
0.262,-1.0,-3.917,1,0.065,0.0043,0.04104596943600097,0.15871169115482087,0.315,166.418,242647.0,4,1
0.787,-1.0,-8.552,1,0.0569,0.287,0.10526051065749295,0.262364264467491,0.607,87.018,176667.0,4,6
0.648,4.0,-5.184,1,0.142,0.0849,0.0021776272477741694,0.2783890255401883,0.874,164.399,235394.0,4,10
0.62,11.0,-6.582,0,0.0394,0.149,7.149974438871842e-06,0.10345870836822998,0.891,149.998,221554.0,4,9
0.166,6.0,-28.399,1,0.0389,0.977,0.6580380034463774,0.09803374027136541,0.0517,91.62,303799.99998,4,7
0.574,7.0,-8.009,0,0.0638,0.476,0.07315752061772642,0.08406537511766753,0.661,169.899,366520.00002,4,0
0.8,8.0,-10.781,0,0.0893,0.00454,0.6119371251344021,0.45488999143568737,0.0961,120.028,339079.0,4,6
0.716,2.0,-8.726,1,0.025,0.565,0.0013890348442741173,0.11955923505763925,0.485,105.012,260536.99998000002,4,3
0.489,5.0,-5.497,0,0.105,0.000414,4.269908838095066e-05,0.22474227267790678,0.34,160.055,210000.0,4,10
0.564,5.0,-12.407,1,0.0397,0.912,0.6286086594223741,0.08342160813907239,0.508,94.918,252796.99998,4,7
0.482,2.0,-13.35,1,0.307,0.344,1.7499846876786434e-05,0.04774199598542116,0.62,197.807,203907.0,4,6
0.493,9.0,-9.554,1,0.0443,0.73,4.689989001984387e-06,0.14236724128692196,0.829,117.035,212093.0,4,2
0.6,2.0,-8.693,1,0.0347,0.00773,0.0003379428908682286,0.10255658832509207,0.741,136.484,236560.0,4,8
0.47,-1.0,-5.661,1,0.0645,0.00278,0.0023671959794785338,0.6307397204313283,0.815,163.02,246160.0,4,8
0.487,-1.0,-20.742,1,0.0366,0.982,0.6616565134685745,0.11064652008706366,0.109,114.488,205306.99998,4,7
0.236,6.0,-3.98,0,0.0987,0.000759,3.869925117431964e-05,0.15871169115482087,0.403,159.001,239960.0,4,10
0.521,7.0,-4.474,1,0.0375,0.0228,4.0399183941979084e-05,0.1806534996932576,0.739,87.047,202908.0,4,2
0.672,2.0,-12.655,0,0.0328,0.887,0.6444820085786643,0.1301506844650451,0.287,104.722,202662.0,4,7
0.666,7.0,-6.701,1,0.25,0.0111,0.004360479276962353,0.1988508587451652,0.0806,152.589,413880.0,4,9
0.759,10.0,-6.535,0,0.0448,0.774,0.02634977532278202,0.08773611430408677,0.889,80.619,306533.0,4,2
0.714,11.0,-8.379,1,0.0404,0.246,0.0038724922138738955,0.07862632045518954,0.395,101.127,173465.0,4,9
0.491,7.0,-6.087,0,0.0511,0.011,0.16344613607000308,0.062317306064861556,0.535,139.889,203613.0,4,8
0.621,1.0,-1.73,0,0.0392,0.433,9.19995768025956e-06,0.27990188513281866,0.612,138.974,153784.0,4,6
0.447,4.0,-6.186,1,0.0283,0.0151,0.6291418505840329,0.18979357163265562,0.419,180.036,177772.0,4,6
0.769,6.0,-4.956,1,0.138,0.652,1.34999908875082e-06,0.11778303565638346,0.533,110.058,228000.0,4,9
0.338,11.0,-11.876,0,0.0619,0.312,0.6168059473032227,0.3060130291365044,0.0918,126.008,220741.0,4,6
