Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Oblivians,Do the Milkshake,19,0.491,0.878,,-6.668,1,0.0659,0.253,0.212,0.107,0.522,94.419,319893,4,10
Tedeschi Trucks Band,"Signs, High Times",39,0.559,0.644,9,-9.925,1,0.0391,0.191,0.0082,0.124,0.572,87.075,231880,4,2
Steely Dan,Reelin' In The Years,72,0.523,0.758,2,-9.81,1,0.0403,0.133,,0.0952,0.766,135.437,277267,4,10
Hozier,Movement,63,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98E-05,0.0842,0.147,144.3,237800,4,-1
Eyal Golan,◊ê◊î◊ë◊î ◊®◊ê◊©◊ï◊†◊î,30,0.502,0.468,4,-7.309,0,0.0378,0.269,,0.16,0.522,159.883,234176,4,-1
2nd Exit,It's Alright,44,0.776,0.679,7,-9.131,1,0.0647,0.194,0.466,0.328,0.431,92.021,176884,4,-1
Stevedreez,Smoking Section,39,0.858,0.431,6,-11.51,0,0.214,0.0121,0.00708,0.116,0.416,102.969,228641,4,-1
"Shankar-Ehsaan-Loy, Farid Hasan, Mohammed Aman",Garaj Garaj Jugalbandi,42,0.269,0.779,2,-5.135,1,0.0519,0.0463,1.73E-06,0.0892,0.384,150.04,5.515366667,3,3
Black Stone Cherry,Built For Comfort,43,0.333,0.88,,-3.08,1,0.0963,0.000455,0.135,0.33,0.49,162.838,264280,4,10
HARDY,TRUCK,63,0.58,0.894,2,-3.698,1,0.0633,0.0595,,0.237,0.454,120.063,218719,4,4
Lorde,Stoned at the Nail Salon,44,0.466,0.113,2,-13.325,1,0.0414,0.947,7.53E-05,0.0986,0.104,125.369,4.44053333,4,-1
Vistas,The Love You Give,38,0.462,0.935,4,-4.794,1,0.0509,0.00128,0.00923,0.368,0.757,171.918,180490,4,-1
Steve Miller Band,Fly Like An Eagle,68,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,282693,4,10
Thirty Seconds To Mars,Walk On Water - Acoustic,47,0.522,0.635,7,-6.661,1,0.0303,0.199,,0.0809,0.412,139.949,188896,4,-1
Death Cab for Cutie,I Will Possess Your Heart,56,0.605,0.619,9,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,4,-1
Oliver Tree,Cash Machine (Remix) [feat. Dillon Francis & grandson],50,0.623,0.927,2,-2.869,1,0.0761,0.0015,0.00123,0.0972,0.459,103.987,170769,4,-1
Scissor Sisters,I Don't Feel Like Dancin' - Radio Edit,68,0.711,0.924,7,-3.398,1,0.0282,0.0156,,0.114,0.912,108.033,248640,4,-1
Five Finger Death Punch,When The Seasons Change,50,0.498,0.894,4,-6.628,0,0.0307,0.00142,,0.0754,0.546,156.069,227309,4,8
ILLENIUM,First Time,74,0.526,0.667,9,-5.451,1,0.0437,0.0505,,0.321,0.43,155.085,165779,4,-1
The Rapture,How Deep Is Your Love?,52,0.472,0.826,9,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,385920,4,6
The Lumineers,Sleep On The Floor,,0.391,0.442,,-8.076,1,0.0347,0.298,,0.13,0.246,142.56,3.53085,4,0
New Hope Club,Let Me Down Slow - Acoustic,48,0.576,0.332,2,-7.62,1,0.0349,0.772,,0.302,0.353,115.581,190373,4,-1
Hoodyman,◊í◊ù ◊ú◊¢◊®◊°◊ô◊ù ◊ô◊© ◊ì◊û◊¢◊ï◊™,17,0.731,0.792,6,-5.293,0,0.166,0.285,,0.145,0.296,128.931,199070,4,-1
Distant,Hellmouth,38,0.406,0.974,2,-4.508,1,0.112,0.000179,0.803,0.201,0.116,115.074,221810,4,8
Thursday,War All The Time,53,0.544,0.756,9,-4.365,0,0.033,0.0127,,0.187,0.0902,125.278,272400,4,-1
Bruce Springsteen,Born to Run,72,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,269920,4,-1
John Lee Hooker,Boom Boom,59,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,4,2
CARM,Soft Night,25,0.383,0.376,,-10.977,1,0.0327,0.929,0.907,0.272,0.133,138.009,239267,4,-1
James Barker Band,Over All Over Again,60,0.582,0.871,8,-3.343,1,0.049,0.0767,,0.187,0.388,115.079,3.36155,4,4
LCD Soundsystem,Daft Punk Is Playing at My House,60,0.92,0.914,7,-4.555,1,0.0444,0.0222,7.62E-05,0.114,0.974,135.923,314557,4,1
Tim Montana,Get Em Up,43,0.508,0.913,7,-3.007,1,0.0342,0.0121,,0.083,0.651,160.09,185147,4,4
Shlomo Artzi,◊ó◊ï◊£ ◊¢◊ñ◊ï◊ë ◊û◊ê◊î◊ë◊ï◊™,29,0.563,0.661,11,-8.699,0,0.0567,0.579,,0.129,0.785,84.981,213706,4,-1
"Crosby, Stills, Nash & Young",Teach Your Children,64,0.497,0.285,2,-14.537,1,0.0264,0.643,1.66E-05,0.389,0.667,154.7,173467,4,0
Bicep,Siena,55,0.754,0.679,2,-8.216,1,0.0448,0.00465,0.93,0.0169,0.387,127.014,242928,4,-1
Gary Numan,Now and Forever,45,0.626,0.686,2,-6.147,1,0.0315,0.023,0.0446,0.1,0.174,144.011,357067,4,9
Genesis Owusu,Gold Chains,43,0.66,0.708,10,-9.142,1,0.117,0.101,0.00185,0.0869,0.908,75.219,218307,4,-1
Lukas Graham,Happy For You,65,0.673,0.639,10,-4.14,1,0.036,0.388,,0.164,0.217,136.155,226403,4,-1
The Standells,Dirty Water,46,0.62,0.781,9,-5.938,1,0.0379,0.181,,0.187,0.864,144.707,167253,4,10
Saliva,After Me - 2021 Version,48,0.462,0.855,1,-4.336,0,0.0428,8.06E-06,0.000346,0.0745,0.516,89.996,234288,4,8
The Clash,London Calling - Remastered,73,0.651,0.801,,-7.34,1,0.0514,0.123,,0.0825,0.776,133.769,200480,4,-1
Maor Edri,◊û◊¶◊ô◊ú ◊ê◊ï◊™◊ö,41,0.429,0.735,3,-5.136,0,0.0594,0.229,,0.133,0.314,199.629,198800,4,-1
Headfirst,Amnesia,34,0.465,0.83,11,-3.484,1,0.0401,0.000135,0.000907,0.159,0.398,122.745,257975,4,-1
TOLEDO,David,41,0.575,0.282,11,-16.917,1,0.0285,0.914,0.0371,0.138,0.382,75.485,185106,3,-1
Arch/Matheos,Wanderlust,20,0.479,0.931,1,-4.887,0,0.0831,0.00263,,0.156,0.408,93.487,359045,4,8
Apocalyptica,Talk To Me (feat. Lzzy Hale),59,0.409,0.877,2,-5.865,0,0.0602,0.00329,,0.222,0.403,177.928,208021,4,8
Desi Valentine,One More Touch,49,0.633,0.714,4,-5.773,0,0.0476,0.00368,,0.134,0.589,132.04,225909,4,-1
Psychedelic Porn Crumpets,Pukebox,41,0.386,0.94,1,-5.235,0,0.0871,6.80E-05,2.11E-05,0.329,0.378,150.112,188780,4,10
Elmore James,Shake Your Money Maker,42,0.502,0.659,2,-7.473,1,0.0416,0.701,0.000225,0.115,0.841,101.382,150667,4,2
Bad Omens,Dethrone,57,0.372,0.935,6,-4.561,1,0.124,1.65E-05,0.00462,0.073,0.431,111.884,209134,3,8
Jet,Are You Gonna Be My Girl,76,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4,-1
Foo Fighters,The Pretender,77,0.433,0.959,9,-4.04,1,0.0431,0.000917,,0.028,0.365,172.984,269373,4,10
Asylums,The Distance Between Left And Right,23,0.378,0.724,1,-6.706,0,0.0499,3.23E-06,0.247,0.172,0.603,102.996,200405,4,-1
Carly Simon,You're so Vain,73,0.659,0.678,,-8.18,1,0.0313,0.157,6.69E-06,0.0784,0.647,106.186,4.30685,4,-1
The Tao Of Groove,Honeybee Blues,32,0.799,0.762,11,-7.675,0,0.0662,0.0275,0.39,0.369,0.825,99.967,211707,4,-1
Anuradha Paudwal,Bahut Pyar Karte Hai - Female Version,42,0.452,0.49,4,-11.685,0,0.0397,0.658,5.71E-06,0.167,0.724,123.669,4.427783333,4,9
Band Of Skulls,Death By Diamonds And Pearls,41,0.486,0.684,7,-4.522,1,0.0815,0.00663,3.07E-05,0.0961,0.405,134.866,192933,4,-1
10th Avenue Trio,The More I See You,37,0.606,0.294,2,-13.27,0,0.0287,0.928,0.894,0.114,0.216,98.012,4.203116667,4,-1
Eviatar Banai,◊©◊ú◊ó ◊ú◊ô ◊û◊ú◊ê◊ö,47,0.694,0.636,6,-5.829,0,0.0354,0.17,0.00493,0.0975,0.931,142.984,237601,4,-1
Lee Brice,Hard To Love,68,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,3.738216667,4,4
Q,Take Me Where Your Heart Is,68,0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0977,0.419,89.981,192897,4,1
Taleban Dooda,Ready For War,30,0.864,0.682,5,-5.663,0,0.448,0.388,,0.122,0.752,121.953,220328,4,-1
"Glen Campbell, Howard Willing",Rhinestone Cowboy,42,0.601,0.711,,-3.998,1,0.0255,0.118,0.00163,0.43,0.719,115.168,3.48845,4,4
Soundgarden,Outshined,63,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,311000,4,10
Limp Bizkit,Behind Blue Eyes,72,0.595,0.489,7,-6.66,1,0.0271,0.497,,0.119,0.0902,120.315,269973,4,8
Queen,Bohemian Rhapsody - Remastered 2011,16,0.414,0.404,,-9.928,0,0.0499,0.271,,0.3,0.224,71.105,5.90533333,4,10
Joan Baez,Drug Store Truck Drivin' Man - Live At The Woodstock Music & Art Fair / 1969,28,0.403,0.303,,-16.873,1,0.12,0.59,,0.693,0.579,171.101,169957,4,0
U2,All I Want Is You,62,0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,6.49888333,4,10
Ellie Johnson Trio,Stormy Weather,36,0.523,0.321,3,-15.738,1,0.0345,0.98,0.921,0.117,0.504,163.072,4.84755,4,-1
Kings of Leon,On Call,57,0.307,0.791,7,-5.408,1,0.119,0.0285,0.000804,0.395,0.141,193.356,201800,4,-1
Siouxsie and the Banshees,Spellbound,58,0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,197013,4,10
Twisted Sister,We're Not Gonna Take It,,0.306,0.932,8,-6.602,1,0.13,0.000265,,0.381,0.571,167.719,208994,4,8
Tigercub,Beauty,46,0.475,0.94,1,-4.749,1,0.0573,0.00205,0.195,0.122,0.448,96.382,220324,4,-1
Miri Mesika,◊©◊ô◊® ◊î◊™◊ß◊ï◊ï◊î,28,0.534,0.279,6,-6.353,0,0.0302,0.734,9.17E-06,0.112,0.229,117.094,273120,4,-1
Psychic Ills,I Don't Mind,41,0.191,0.376,1,-9.946,1,0.0341,0.47,0.775,0.104,0.194,159.53,280720,3,10
Wolf Alice,The Last Man on Earth,60,0.253,0.293,7,-8.544,1,0.0338,0.308,0.124,0.115,0.117,146.237,261217,4,6
YONAKA,Call Me a Saint,56,0.503,0.685,9,-6.48,0,0.0423,0.0421,,0.0674,0.508,146.997,200067,4,-1
The War and Treaty,Hearts,28,0.409,0.292,7,-8.748,1,0.0325,0.925,2.22E-05,0.106,0.215,110.993,313240,3,-1
Imagine Dragons,On Top Of The World,,0.588,0.925,,-5.584,1,0.16,0.0897,4.89E-06,0.0881,0.759,99.83,192800,4,-1
Ex:Re,Misery Is a Butterfly,44,0.631,0.478,2,-8.539,0,0.0266,0.104,0.0395,0.0743,0.28,144.288,308873,4,9
Hot Milk,Glass Spiders,52,0.48,0.893,9,-4.004,1,0.109,0.0046,6.37E-06,0.127,0.365,87.518,214703,4,9
Puppet,Here Again,32,0.32,0.713,4,-4.974,1,0.078,0.0045,0.00668,0.297,0.343,155.263,181542,3,-1
Black Sabbath,Paranoid,77,0.429,0.631,4,-11.514,0,0.0769,7.85E-05,0.00411,0.175,0.376,162.734,168440,4,8
YungManny,Clap For 'Em (feat. Flo Milli & Sada Baby),69,0.903,0.785,1,-4.709,1,0.322,0.0245,,0.0652,0.823,129.835,125580,4,-1
Omer Moskovich,◊¢◊¶◊ï◊™,27,0.733,0.498,6,-9.266,0,0.0567,0.0368,0.0286,0.499,0.332,113.92,336614,4,-1
Rezz,Someone Else,64,0.644,0.349,2,-5.315,0,0.0364,0.206,3.36E-05,0.125,0.246,94.971,198947,4,-1
Asha Bhosle,Nazar Lagi Raja Tore Bangle Par,5,0.523,0.453,5,-6.605,1,0.0848,0.956,6.04E-06,0.315,0.888,110.762,3.336666667,4,9
Nevermore,Believe in Nothing,45,0.437,0.891,8,-4.159,1,0.0326,0.000324,8.46E-05,0.0539,0.444,133.814,261987,4,8
Niall Horan,Too Much To Ask - Acoustic,56,0.519,0.192,,-7.38,1,0.0414,0.857,,0.165,0.36,125.417,3.6933,1,-1
DJ Mehdi,Signatune - Thomas Bangalter Edit,44,0.482,0.733,4,-9.978,0,0.0771,5.69E-05,0.958,0.605,0.187,122.972,218627,4,-1
Annie Taylor,Telephone,31,0.422,0.809,11,-6.389,0,0.0438,0.000118,0.902,0.149,0.728,174.92,168901,4,-1
Dante Hart,Never Surrender,43,0.577,0.296,5,-8.203,1,0.0316,0.912,,0.104,0.144,120.061,3.80165,4,-1
Soulico,Put 'Em Up (feat. Lyrics Born & Axum),15,0.883,0.972,7,-2.231,1,0.111,0.194,,0.316,0.961,115.974,216640,4,-1
Roxy Music,More Than This,66,0.653,0.666,6,-7.808,1,0.0249,0.0508,0.0466,0.139,0.765,128.505,270652,4,10
Eagles,Hotel California - 2013 Remaster,83,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,10
Avenged Sevenfold,Roman Sky,45,0.457,0.425,2,-8.807,0,0.0304,0.131,2.60E-05,0.0917,0.128,130.002,300361,4,8
Tempting Fate,Running in Circles,32,0.53,0.873,2,-5.513,0,0.0613,0.00436,0.000472,0.161,0.272,162.053,202963,4,8
The Spill Canvas,All over You,54,0.554,0.941,10,-3.159,0,0.0347,0.00848,,0.102,0.524,134.916,202432,4,-1
Sister Hazel,All For You,66,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27E-05,0.091,0.641,137.047,218707,4,-1
Buju,So Lovely,49,0.76,0.794,,-7.095,1,0.0783,0.0149,0.339,0.12,0.753,111.011,148000,4,9
Thundercat,Funny Thing,74,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3,-1
Belly,Feed the Tree,41,0.554,0.713,,-8.298,1,0.0276,0.00353,0.756,0.0638,0.885,137.951,209000,4,-1
The Staves,I'm on Fire,58,0.302,0.191,2,-15.166,1,0.0318,0.741,9.60E-05,0.11,0.0703,75.704,3.20088333,4,0
Band Of Skulls,I Know What I Am,53,0.641,0.897,9,-4.369,1,0.0779,0.172,2.89E-06,0.103,0.6,100.069,198000,4,-1
Bob Marley & The Wailers,Stop That Train - Live,29,0.615,0.597,7,-9.659,1,0.232,0.228,0.00103,0.109,0.888,159.69,243267,4,-1
Bleached,Wednesday Night Melody,39,0.323,0.885,1,-5.828,1,0.0573,0.0001,,0.0747,0.456,173.157,221600,4,10
Maxeen,Mo' Better Blues,50,0.644,0.267,6,-18.116,0,0.0307,0.928,0.866,0.11,0.385,88.341,3.83855,4,-1
Pretty Vicious,These Four Walls,43,0.372,0.997,11,-2.064,1,0.102,0.00019,0.0253,0.113,0.35,151.755,227265,4,-1
Nektar,"Remember the Future, Pt. 1",27,0.391,0.59,9,-13.622,1,0.0449,0.676,0.553,0.0661,0.479,113.675,1001120,4,10
Full Frontal Lobotomy,Rise Up,20,0.522,0.977,4,-4.351,0,0.056,5.24E-06,0.311,0.229,0.297,103.007,223120,4,8
Danielle Nicole,Save Me,41,0.589,0.679,5,-5.628,0,0.0336,0.0253,0.00584,0.167,0.716,85.865,275800,4,2
Post Malone,Only Wanna Be With You - Pok√©mon 25 Version,76,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360,4,-1
Erlend √òye,Lockdown Blues,51,0.64,0.509,5,-13.058,1,0.0344,0.787,0.215,0.527,0.655,88.363,213333,4,-1
Nina Simone,I Wish I Knew How It Would Feel to Be Free,64,0.687,0.51,10,-8.501,1,0.076,0.745,,0.117,0.666,122.253,188613,4,2
Skrizzly Adams,Bad Desires,46,0.78,0.733,1,-5.958,1,0.0781,0.033,,0.231,0.746,129.938,140445,4,-1
El Cruce,Estoy Bien,16,0.522,0.812,,-5.515,1,0.0624,0.264,0.053,0.151,0.722,160.08,176598,4,10
The Academic,Mixtape 2003,48,0.288,0.933,9,-4.12,1,0.0898,1.32E-05,0.333,0.356,0.345,167.109,204250,4,-1
Klaxons,Golden Skans,65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38E-06,0.25,0.713,141.955,165120,4,1
Powfu,death bed (coffee for your head),87,0.726,0.431,8,-8.765,0,0.135,0.731,,0.696,0.348,144.026,173333,4,-1
Moshe Peretz,◊ê◊ô◊ö,18,0.363,0.548,,-5.046,1,0.0279,0.493,,0.318,0.374,159.812,254133,4,-1
Sister James,Questions (feat. Samia),32,0.345,0.517,4,-6.916,1,0.042,0.0219,0.0728,0.189,0.398,144.015,249823,1,-1
James Bay,Let It Go,73,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65E-05,0.107,0.246,147.486,260533,4,-1
Drop Nineteens,Kick The Tragedy,50,0.414,0.404,5,-14.677,1,0.0293,2.44E-05,0.433,0.121,0.156,102.883,535600,4,9
Slush Puppy,Juliette,56,0.463,0.473,2,-9.581,1,0.0493,0.0302,,0.213,0.499,165.305,170625,4,-1
Daniel Raticelli,Roter Felsen,46,0.521,0.143,2,-16.909,1,0.0523,0.994,0.931,0.115,0.378,92.434,2.277783333,1,-1
Bantug,Retrograde,37,0.584,0.34,11,-9.595,1,0.0282,0.435,4.09E-05,0.126,0.178,135.004,238642,4,-1
Paramore,Hard Times,75,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,182693,4,9
Westlife,I Don't Wanna Fight,4,0.59,0.479,10,-7.109,1,0.0306,0.5,,0.0804,0.328,122.054,5.057333333,4,-1
Cee Cee James,Blood Red Blues,30,0.629,0.697,5,-5.493,1,0.029,0.18,0.00307,0.2,0.621,110.905,234520,4,2
Thin Lizzy,Mama Nature Said,27,0.468,0.752,9,-12.971,1,0.0865,0.00243,0.00101,0.0868,0.702,134.26,294400,4,10
MC JottaP√™,Eterna Sacanagem,59,0.558,0.675,8,-4.564,1,0.484,0.501,,0.106,0.769,92.678,168800,5,-1
Cypress Hill,Hits from the Bong,67,0.801,0.578,1,-13.264,1,0.181,0.0103,0.811,0.199,0.499,92.139,160867,4,5
TORRES,Good Scare,30,0.455,0.841,7,-8.871,1,0.0471,0.0135,0.0241,0.0794,0.509,186.099,215695,4,9
Victory,The Avett Brothers,53,0.622,0.191,10,-11.141,1,0.0299,0.947,0.00602,0.106,0.293,134.853,3.888883333,4,-1
The Primitives,Sick Of It,27,0.53,0.816,9,-10.778,1,0.0408,0.0368,0.000623,0.551,0.922,131.014,192400,4,9
Lil Skies,Ice Water (feat. Trippie Redd),66,0.712,0.671,4,-7.198,0,0.112,0.125,,0.0954,0.446,160.028,180325,4,-1
Ehud Banai,◊ê◊ï◊ì◊î ◊ú◊ê◊ú,16,0.404,0.35,7,-8.994,0,0.0348,0.533,,0.126,0.166,120.988,374747,3,-1
Eric Clapton,Cocaine,70,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,221640,4,2
Edie Brickell & New Bohemians,What I Am,58,0.619,0.677,11,-11.728,0,0.0746,0.624,6.46E-05,0.0589,0.571,177.873,296360,4,-1
Sam Fischer,The Usual,58,0.562,0.349,2,-6.068,1,0.0423,0.671,,0.136,0.177,114.955,212953,5,-1
Beartooth,Devastation,63,0.501,0.988,1,-3.339,1,0.12,6.02E-05,5.54E-05,0.394,0.192,94.953,221748,4,8
Bombino,Amidinine,42,0.432,0.862,6,-6.088,0,0.0701,0.137,0.015,0.316,0.699,83.005,268640,4,-1
Skip James,Hard Time Killin' Floor Blues,37,0.528,0.0702,8,-22.222,1,0.0406,0.826,0.000365,0.1,0.265,78.239,203560,4,2
Lavelle White,"Yes, I've Been Crying",9,0.741,0.435,,-7.136,1,0.0343,0.538,2.76E-06,0.103,0.758,113.838,234760,3,2
Molchat Doma,–°—É–¥–Ω–æ (–ë–æ—Ä–∏—Å –†–∏–∂–∏–π),75,0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,0.468,160.006,141395,4,-1
Bazz,Knights,25,0.706,0.95,1,-6.812,0,0.12,0.00113,0.43,0.877,0.726,121.996,369500,4,-1
Drake,Wants and Needs (feat. Lil Baby),89,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17E-06,0.119,0.1,136.006,192956,4,-1
Johannes Bornlöf,Burned Letters,40,0.41,0.196,8,-18.741,0,0.0362,0.97,0.964,0.179,0.246,106.841,3.0288,4,-1
Kings of Leon,Talihina Sky - Acoustic Version,44,0.51,0.772,7,-7.265,1,0.0422,0.00968,0.731,0.321,0.471,126.513,206253,4,-1
Little Axe,Ride On,15,0.764,0.645,2,-6.731,1,0.0438,0.0334,0.125,0.0389,0.491,88.168,321376,4,2
Zoe Wees,Ghost,71,0.467,0.543,5,-6.022,1,0.0383,0.502,,0.147,0.133,79.843,171575,4,-1
Alfie Templeman,"Wait, I Lied",58,0.787,0.852,5,-6.442,0,0.146,0.0175,0.000724,0.167,0.887,117.988,196039,4,-1
The Shins,New Slang,72,0.669,0.388,,-11.547,1,0.0306,0.605,0.144,0.0905,0.645,130.016,231173,4,6
The Flaming Lips,The Yeah Yeah Yeah Song,39,0.636,0.887,4,-4.354,1,0.0475,0.00257,5.18E-05,0.293,0.35,107.984,232520,4,-1
Samia,Milk,42,0.582,0.386,5,-8.546,1,0.0274,0.876,0.00048,0.14,0.213,119.951,234891,3,6
Def Leppard,Armageddon It - Remastered 2017,56,0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,322867,4,8
PRICE,MAYA,39,0.577,0.687,3,-7.393,0,0.127,0.0716,,0.546,0.775,76.477,181579,4,-1
It's A Beautiful Day,White Bird,41,0.387,0.492,5,-14.229,1,0.0324,0.235,0.282,0.885,0.802,145.39,540800,4,10
Elm Tree Circle,Settle In,9,0.544,0.97,8,-3.644,1,0.0619,0.00529,0.811,0.101,0.618,139.962,166000,4,-1
Nickelback,If Today Was Your Last Day,67,0.485,0.911,3,-5.749,1,0.0355,8.67E-05,,0.092,0.568,89.956,249067,4,10
BOYO,Waiter,28,0.641,0.864,9,-5.475,1,0.0524,0.228,0.0132,0.191,0.692,149.913,197600,4,9
PHOEBE ‚àÜX‚àÜ,Stay,18,0.722,0.434,9,-9.585,1,0.0361,0.471,0.000571,0.0962,0.535,95.022,226813,4,-1
The Raven Age,Fleur de lis,52,0.453,0.971,2,-4.239,1,0.1,1.69E-05,0.000327,0.0873,0.252,85.027,253000,4,8
Soundgarden,Spoonman,68,0.457,0.902,7,-5.624,1,0.0313,2.17E-05,0.196,0.258,0.834,92.711,246920,4,10
Carey Bell,What My Mama Told Me,28,0.853,0.365,5,-15.208,0,0.0517,0.178,0.011,0.143,0.849,130.381,184600,4,2
Psychedelic Porn Crumpets,Mr. Prism,38,0.414,0.938,11,-5.487,1,0.143,0.00125,0.00312,0.458,0.341,177.971,234800,4,10
Earthside,The Ungrounding,29,0.529,0.96,6,-5.869,1,0.0652,4.98E-05,0.858,0.116,0.227,112.511,334773,4,8
Arik Einstein,Maya,26,0.434,0.0628,,-19.902,1,0.0329,0.264,,0.148,0.146,116.722,110393,3,-1
Faith No More,Superhero,39,0.342,0.943,9,-4.716,1,0.068,6.60E-05,0.451,0.105,0.375,163.085,315987,4,10
Imagine Dragons,Release,56,0.379,0.396,2,-11.247,0,0.0292,0.86,1.21E-05,0.118,0.407,138.36,148200,5,-1
Magnolia Blues Rock,Me provocas,16,0.559,0.665,6,-4.465,0,0.0424,0.0737,4.54E-05,0.0649,0.528,101.528,233187,4,2
Lee Morgan,I Remember Clifford,47,0.368,0.14,,-15.005,0,0.045,0.901,0.874,0.0688,0.172,61.758,7.14955,4,-1
Blind Melon,No Rain,75,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,217107,4,-1
Avenged Sevenfold,Hail to the King,76,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,4,8
Orianthi,Sinners Hymn,42,0.284,0.948,8,-2.924,0,0.135,0.000173,0.0223,0.116,0.218,170.025,246555,4,-1
UPSAHL,MoneyOnMyMind,56,0.512,0.733,7,-4.463,0,0.076,0.209,5.92E-05,0.26,0.463,170.218,174756,4,-1
Catholic Action,Propaganda,28,0.367,0.927,9,-5.441,1,0.119,0.00992,0.852,0.553,0.56,173.545,108182,4,-1
Their Dogs Were Astronauts,Finders Keepers,30,0.508,0.723,3,-11.654,1,0.0346,0.00544,0.813,0.0915,0.611,90.042,224092,4,8
Joan Jett & The Blackhearts,I Hate Myself for Loving You,69,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.20E-06,0.192,0.604,117.928,4.11333333,4,10
Royal Blood,"Hook, Line & Sinker",57,0.51,0.896,7,-5.217,1,0.0363,0.000614,1.50E-05,0.252,0.492,88.034,207760,4,10
Pretty Vicious,Move,43,0.364,0.992,11,-2.13,0,0.132,0.000183,0.0167,0.397,0.363,161.016,187344,4,-1
CMC 3,Love Is Here To Stay,51,0.607,0.247,,-16.756,1,0.0348,0.872,0.891,0.118,0.489,129.944,4.366666667,4,-1
Dimzy,17 (feat. LD & Rv),48,0.837,0.497,1,-11.691,1,0.352,0.125,0.00154,0.0865,0.543,143.086,187554,4,-1
Jimi Hendrix,"Woodstock Inprovisation - Live at The Woodstock Music & Art Fair, August 18, 1969",32,0.288,0.95,2,-5.948,1,0.176,0.343,0.835,0.549,0.231,136.907,239840,4,10
Shlomo Artzi,◊¢◊ú ◊§◊ô ◊™◊†◊ï◊¢◊™ ◊î◊®◊õ◊ë◊ï◊™,31,0.695,0.85,9,-6.158,1,0.0931,0.528,,0.107,0.804,107.867,278053,4,-1
Molly Tuttle,Standing On The Moon,20,0.569,0.283,,-16.099,1,0.0317,0.744,0.0058,0.11,0.43,111.99,299537,4,-1
Boyish,Superstar,43,0.662,0.629,3,-7.879,1,0.0262,0.313,0.0325,0.219,0.503,111.026,172117,4,6
Estrellita Castro,Suspiros de Espa√±a,29,0.401,0.396,10,-8.036,0,0.0415,0.982,0.178,0.121,0.485,109.622,189800,4,-1
Talibah Safiya,Ten Toes Down,25,0.608,0.369,1,-12.765,0,0.0465,0.723,4.96E-06,0.325,0.516,115.733,261799,3,-1
TORA,One More Drink (feat. Joey Landreth),27,0.629,0.456,8,-7.602,1,0.052,0.138,0.00171,0.118,0.468,81.008,279796,4,2
LOSER,Loser,20,0.687,0.666,1,-8.063,0,0.0806,0.128,,0.217,0.184,104.954,194659,4,-1
Morgan Wallen,The Way I Talk,71,0.604,0.879,4,-3.388,1,0.0322,0.0468,,0.0909,0.757,137.983,3.471333333,4,4
Gabrielle Graves,Advice,25,0.248,0.85,2,-8.998,1,0.038,5.97E-06,0.0519,0.315,0.449,130.038,258325,4,-1
Viridian,Suppressor,30,0.484,0.992,9,-2.512,1,0.149,0.000142,0.434,0.222,0.213,116.093,201207,4,8
Hether,Twinkle,45,0.663,0.459,8,-9.143,1,0.0365,0.0302,0.456,0.109,0.426,140.166,194398,4,9
spill tab,PISTOLWHIP,54,0.447,0.544,,-6.509,1,0.378,0.466,0.133,0.547,0.625,139.925,125643,4,9
